task_id,date,site_id,machine_id,machine_class,operator_id,task_type,unit,quantity,ground_condition,rain_prev_24h_mm,planned_start,planned_duration_min,actual_start,actual_end,actual_duration_min,productive_min,completed_quantity,status,avg_temp_c,rain_during_task_mm,assigned_by
T00123,2025-05-06,S01,EXC002,excavator,OP1002,truck_loading,m3,200,dry,1.1,2025-05-06 08:08:00,160,2025-05-06 08:06:00,2025-05-06 10:54:00,168.0,113,200.0,completed,34.5,0.0,ADMIN01
T00124,2025-05-06,S01,EXC002,excavator,OP1002,excavation,m3,105,dry,1.1,2025-05-06 11:43:00,108,2025-05-06 11:00:00,2025-05-06 13:37:00,157.0,90,105.0,completed,37.0,0.0,ADMIN01
T00125,2025-05-06,S01,EXC002,excavator,OP1002,excavation,m3,115,dry,1.1,2025-05-06 13:41:00,118,2025-05-06 13:41:00,2025-05-06 15:36:00,115.0,100,115.0,completed,38.1,0.0,ADMIN01
T00126,2025-05-06,S02,EXC003,excavator,OP1003,truck_loading,m3,225,dry,0.0,2025-05-06 08:08:00,180,2025-05-06 08:08:00,2025-05-06 13:36:00,328.0,192,225.0,completed,28.2,0.0,ADMIN01
T00127,2025-05-06,S02,EXC003,excavator,OP1003,truck_loading,m3,190,dry,0.0,2025-05-06 12:03:00,152,2025-05-06 13:43:00,,,149,181.3,partial,30.9,0.0,ADMIN01
T00128,2025-05-06,S02,EXC003,excavator,OP1003,excavation,m3,150,dry,0.0,2025-05-06 14:45:00,154,,,,0,0.0,not_started,,0.0,ADMIN01
T00129,2025-05-06,S02,EXC004,electric_excavator,OP1004,excavation,m3,215,dry,0.0,2025-05-06 08:08:00,221,2025-05-06 08:06:00,2025-05-06 13:49:00,343.0,212,215.0,completed,27.8,0.0,ADMIN01
T00130,2025-05-06,S02,EXC004,electric_excavator,OP1004,excavation,m3,190,dry,0.0,2025-05-06 12:44:00,195,2025-05-06 13:58:00,,,144,132.8,partial,30.9,0.0,ADMIN01
T00131,2025-05-06,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,35,dry,1.1,2025-05-06 08:08:00,210,2025-05-06 08:07:00,2025-05-06 11:41:00,214.0,193,35.0,completed,34.9,0.0,ADMIN01
T00132,2025-05-06,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,20,dry,1.1,2025-05-06 12:33:00,120,2025-05-06 11:46:00,2025-05-06 15:02:00,196.0,110,20.0,completed,37.7,0.0,ADMIN01
T00133,2025-05-06,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,50,dry,1.1,2025-05-06 14:43:00,240,2025-05-06 15:06:00,,,101,22.9,partial,37.9,0.0,ADMIN01
T00134,2025-05-06,S01,WL001,wheel_loader,OP1007,truck_loading,m3,230,dry,1.1,2025-05-06 08:08:00,138,2025-05-06 08:08:00,2025-05-06 11:49:00,221.0,131,230.0,completed,35.0,0.0,ADMIN01
T00135,2025-05-06,S01,WL001,wheel_loader,OP1007,stockpiling,m3,410,dry,1.1,2025-05-06 11:21:00,197,2025-05-06 11:59:00,,,149,266.4,partial,37.9,0.0,ADMIN01
T00136,2025-05-06,S03,WL002,wheel_loader,OP1008,truck_loading,m3,345,rocky,0.0,2025-05-06 08:08:00,207,2025-05-06 08:06:00,2025-05-06 12:23:00,257.0,187,345.0,completed,27.2,0.0,ADMIN01
T00137,2025-05-06,S03,WL002,wheel_loader,OP1008,truck_loading,m3,380,rocky,0.0,2025-05-06 12:30:00,228,2025-05-06 12:29:00,,,192,316.0,partial,30.1,0.0,ADMIN01
T00138,2025-05-06,S02,DZ001,dozer,OP1009,grading,m2,1170,dry,0.0,2025-05-06 08:08:00,140,2025-05-06 08:08:00,2025-05-06 10:29:00,141.0,123,1170.0,completed,26.9,0.0,ADMIN01
T00139,2025-05-06,S02,DZ001,dozer,OP1009,grading,m2,1890,dry,0.0,2025-05-06 11:23:00,227,2025-05-06 10:35:00,2025-05-06 15:26:00,291.0,181,1890.0,completed,30.1,0.0,ADMIN01
T00140,2025-05-06,S03,DZ002,dozer,OP1010,grading,m2,1835,rocky,0.0,2025-05-06 08:08:00,220,2025-05-06 08:07:00,2025-05-06 11:46:00,219.0,186,1835.0,completed,26.9,0.0,ADMIN01
T00141,2025-05-06,S03,DZ002,dozer,OP1010,site_clearing,m2,1280,rocky,0.0,2025-05-06 12:43:00,230,2025-05-06 11:54:00,,,201,1116.0,partial,30.0,0.0,ADMIN01
T00142,2025-05-06,S01,BH001,backhoe_loader,OP1005,trenching,m3,55,dry,1.1,2025-05-06 08:08:00,198,2025-05-06 08:08:00,2025-05-06 11:37:00,209.0,186,55.0,completed,34.9,0.0,ADMIN01
T00143,2025-05-06,S01,BH001,backhoe_loader,OP1005,backfilling,m3,75,dry,1.1,2025-05-06 12:21:00,154,2025-05-06 11:41:00,2025-05-06 15:29:00,228.0,165,75.0,completed,37.7,0.0,ADMIN01
T00144,2025-05-06,S01,BH001,backhoe_loader,OP1005,backfilling,m3,60,dry,1.1,2025-05-06 15:05:00,123,2025-05-06 15:35:00,,,69,36.9,partial,37.9,0.0,ADMIN01
T00145,2025-05-06,S02,BH002,backhoe_loader,OP1012,backfilling,m3,95,dry,0.0,2025-05-06 08:08:00,195,2025-05-06 08:07:00,2025-05-06 11:35:00,208.0,177,95.0,completed,27.5,0.0,ADMIN01
T00146,2025-05-06,S02,BH002,backhoe_loader,OP1012,backfilling,m3,100,dry,0.0,2025-05-06 12:18:00,206,2025-05-06 11:43:00,2025-05-06 16:40:00,297.0,211,100.0,completed,30.7,0.0,ADMIN01
T00147,2025-05-07,S01,EXC001,mini_excavator,OP1001,trenching,m3,25,dry,0.0,2025-05-07 08:08:00,150,2025-05-07 08:06:00,2025-05-07 10:24:00,138.0,117,25.0,completed,32.4,0.0,ADMIN01
T00148,2025-05-07,S01,EXC001,mini_excavator,OP1001,excavation,m3,30,dry,0.0,2025-05-07 11:33:00,144,2025-05-07 10:28:00,2025-05-07 13:47:00,199.0,128,30.0,completed,34.7,0.0,ADMIN01
T00149,2025-05-07,S01,EXC001,mini_excavator,OP1001,trenching,m3,30,dry,0.0,2025-05-07 14:07:00,180,2025-05-07 13:57:00,,,159,28.7,partial,35.9,0.0,ADMIN01
T00150,2025-05-07,S02,EXC003,excavator,OP1003,truck_loading,m3,245,dry,0.0,2025-05-07 08:08:00,196,2025-05-07 08:08:00,2025-05-07 12:28:00,260.0,200,245.0,completed,28.4,0.0,ADMIN01
T00151,2025-05-07,S02,EXC003,excavator,OP1003,excavation,m3,200,dry,0.0,2025-05-07 12:19:00,206,2025-05-07 13:25:00,,,186,168.6,partial,32.3,0.0,ADMIN01
T00152,2025-05-07,S02,EXC004,electric_excavator,OP1004,excavation,m3,145,dry,0.0,2025-05-07 08:08:00,149,2025-05-07 08:07:00,2025-05-07 11:15:00,188.0,148,145.0,completed,27.5,0.0,ADMIN01
T00153,2025-05-07,S02,EXC004,electric_excavator,OP1004,trenching,m3,115,dry,0.0,2025-05-07 11:32:00,184,2025-05-07 11:20:00,2025-05-07 16:16:00,296.0,173,115.0,completed,31.9,0.0,ADMIN01
T00154,2025-05-07,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,40,dry,0.0,2025-05-07 08:08:00,192,2025-05-07 08:06:00,2025-05-07 11:29:00,203.0,172,40.0,completed,33.0,0.0,ADMIN01
T00155,2025-05-07,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,15,dry,0.0,2025-05-07 12:15:00,90,2025-05-07 11:35:00,2025-05-07 13:48:00,133.0,79,15.0,completed,35.2,0.0,ADMIN01
T00156,2025-05-07,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,35,dry,0.0,2025-05-07 13:55:00,210,2025-05-07 13:53:00,,,121,21.9,partial,36.0,0.0,ADMIN01
T00157,2025-05-07,S03,EXC006,excavator,OP1006,truck_loading,m3,235,rocky,0.0,2025-05-07 08:08:00,188,2025-05-07 08:08:00,2025-05-07 11:09:00,181.0,138,235.0,completed,27.5,0.0,ADMIN01
T00158,2025-05-07,S03,EXC006,excavator,OP1006,truck_loading,m3,120,rocky,0.0,2025-05-07 12:11:00,96,2025-05-07 11:18:00,2025-05-07 14:10:00,172.0,86,120.0,completed,31.8,0.6,ADMIN01
T00159,2025-05-07,S03,EXC006,excavator,OP1006,trenching,m3,120,rocky,0.0,2025-05-07 13:57:00,192,2025-05-07 14:18:00,,,140,83.3,partial,31.4,3.4,ADMIN01
T00160,2025-05-07,S01,WL001,wheel_loader,OP1007,stockpiling,m3,300,dry,0.0,2025-05-07 08:08:00,144,2025-05-07 08:05:00,2025-05-07 11:17:00,192.0,142,300.0,completed,32.9,0.0,ADMIN01
T00161,2025-05-07,S01,WL001,wheel_loader,OP1007,truck_loading,m3,215,dry,0.0,2025-05-07 11:27:00,129,2025-05-07 11:29:00,2025-05-07 15:30:00,241.0,132,215.0,completed,35.6,0.0,ADMIN01
T00162,2025-05-07,S01,WL001,wheel_loader,OP1007,stockpiling,m3,470,dry,0.0,2025-05-07 13:46:00,226,2025-05-07 15:35:00,,,60,122.3,partial,35.8,0.0,ADMIN01
T00163,2025-05-07,S03,WL002,wheel_loader,OP1008,truck_loading,m3,160,rocky,0.0,2025-05-07 08:08:00,96,2025-05-07 08:05:00,2025-05-07 09:51:00,106.0,91,160.0,completed,26.2,0.0,ADMIN01
T00164,2025-05-07,S03,WL002,wheel_loader,OP1008,truck_loading,m3,235,rocky,0.0,2025-05-07 09:54:00,141,2025-05-07 09:58:00,2025-05-07 14:20:00,262.0,119,235.0,completed,31.4,1.2,ADMIN01
T00165,2025-05-07,S03,WL002,wheel_loader,OP1008,truck_loading,m3,250,rocky,0.0,2025-05-07 13:10:00,150,2025-05-07 14:26:00,,,114,194.4,partial,31.4,2.8,ADMIN01
T00166,2025-05-07,S02,DZ001,dozer,OP1009,site_clearing,m2,1230,dry,0.0,2025-05-07 08:08:00,221,2025-05-07 08:05:00,2025-05-07 11:47:00,222.0,174,1230.0,completed,27.9,0.0,ADMIN01
T00167,2025-05-07,S02,DZ001,dozer,OP1009,site_clearing,m2,805,dry,0.0,2025-05-07 12:44:00,145,2025-05-07 11:51:00,2025-05-07 14:44:00,173.0,124,805.0,completed,31.9,0.0,ADMIN01
T00168,2025-05-07,S03,DZ002,dozer,OP1010,grading,m2,1330,rocky,0.0,2025-05-07 08:08:00,160,2025-05-07 08:05:00,2025-05-07 10:55:00,170.0,136,1330.0,completed,27.2,0.0,ADMIN01
T00169,2025-05-07,S03,DZ002,dozer,OP1010,grading,m2,1635,rocky,0.0,2025-05-07 11:43:00,196,2025-05-07 11:06:00,2025-05-07 14:49:00,223.0,148,1635.0,completed,31.6,2.9,ADMIN01
T00170,2025-05-07,S01,BH001,backhoe_loader,OP1011,backfilling,m3,110,dry,0.0,2025-05-07 08:08:00,226,2025-05-07 08:08:00,2025-05-07 11:51:00,223.0,187,110.0,completed,33.1,0.0,ADMIN01
T00171,2025-05-07,S01,BH001,backhoe_loader,OP1011,trenching,m3,40,dry,0.0,2025-05-07 12:49:00,144,2025-05-07 12:00:00,2025-05-07 15:31:00,211.0,130,40.0,completed,35.8,0.0,ADMIN01
T00172,2025-05-07,S02,BH002,backhoe_loader,OP1012,trenching,m3,55,dry,0.0,2025-05-07 08:08:00,198,2025-05-07 08:06:00,2025-05-07 11:53:00,227.0,176,55.0,completed,28.0,0.0,ADMIN01
T00173,2025-05-07,S02,BH002,backhoe_loader,OP1012,backfilling,m3,90,dry,0.0,2025-05-07 12:21:00,185,2025-05-07 12:01:00,2025-05-07 16:19:00,258.0,167,90.0,completed,32.2,0.0,ADMIN01
T00174,2025-05-08,S01,EXC001,mini_excavator,OP1001,excavation,m3,40,dry,0.0,2025-05-08 08:08:00,192,2025-05-08 08:07:00,2025-05-08 11:59:00,232.0,180,40.0,completed,33.8,1.1,ADMIN01
T00175,2025-05-08,S01,EXC001,mini_excavator,OP1001,trenching,m3,25,dry,0.0,2025-05-08 12:15:00,150,2025-05-08 12:05:00,2025-05-08 15:39:00,214.0,142,25.0,completed,37.5,0.0,ADMIN01
T00176,2025-05-08,S01,EXC002,excavator,OP1002,excavation,m3,125,dry,0.0,2025-05-08 08:08:00,129,2025-05-08 08:05:00,2025-05-08 10:04:00,119.0,100,125.0,completed,32.0,1.1,ADMIN01
T00177,2025-05-08,S01,EXC002,excavator,OP1002,trenching,m3,140,dry,0.0,2025-05-08 11:12:00,224,2025-05-08 10:14:00,2025-05-08 15:02:00,288.0,178,140.0,completed,36.7,0.0,ADMIN01
T00178,2025-05-08,S02,EXC003,excavator,OP1003,excavation,m3,170,dry,0.0,2025-05-08 08:08:00,175,2025-05-08 08:05:00,2025-05-08 11:56:00,231.0,177,170.0,completed,28.1,0.0,ADMIN01
T00179,2025-05-08,S02,EXC003,excavator,OP1003,excavation,m3,140,dry,0.0,2025-05-08 11:58:00,144,2025-05-08 12:04:00,2025-05-08 15:16:00,192.0,137,140.0,completed,31.3,6.3,ADMIN01
T00180,2025-05-08,S02,EXC003,excavator,OP1003,excavation,m3,165,dry,0.0,2025-05-08 14:32:00,170,2025-05-08 15:25:00,,,83,83.3,partial,30.6,1.3,ADMIN01
T00181,2025-05-08,S02,EXC004,electric_excavator,OP1014,trenching,m3,110,dry,0.0,2025-05-08 08:08:00,176,2025-05-08 08:07:00,2025-05-08 11:36:00,209.0,154,110.0,completed,27.9,0.0,ADMIN01
T00182,2025-05-08,S02,EXC004,electric_excavator,OP1014,trenching,m3,95,dry,0.0,2025-05-08 11:59:00,152,2025-05-08 11:46:00,,,148,90.2,partial,30.7,8.0,ADMIN01
T00183,2025-05-08,S02,EXC004,electric_excavator,OP1014,truck_loading,m3,155,dry,0.0,2025-05-08 14:41:00,124,,,,0,0.0,not_started,,0.0,ADMIN01
T00184,2025-05-08,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,15,dry,0.0,2025-05-08 08:08:00,90,2025-05-08 08:08:00,2025-05-08 09:49:00,101.0,76,15.0,completed,31.8,1.0,ADMIN01
T00185,2025-05-08,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,30,dry,0.0,2025-05-08 10:33:00,180,2025-05-08 09:58:00,2025-05-08 14:34:00,276.0,164,30.0,completed,36.4,0.0,ADMIN01
T00186,2025-05-08,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,15,dry,0.0,2025-05-08 13:43:00,90,2025-05-08 14:39:00,2025-05-08 16:28:00,109.0,101,15.0,completed,37.6,0.0,ADMIN01
T00187,2025-05-08,S03,EXC006,excavator,OP1006,truck_loading,m3,225,rocky,4.5,2025-05-08 08:08:00,180,2025-05-08 08:06:00,2025-05-08 11:33:00,207.0,137,225.0,completed,26.5,0.0,ADMIN01
T00188,2025-05-08,S03,EXC006,excavator,OP1006,trenching,m3,65,rocky,4.5,2025-05-08 12:03:00,104,2025-05-08 11:45:00,2025-05-08 15:00:00,195.0,113,65.0,completed,31.1,0.0,ADMIN01
T00189,2025-05-08,S03,EXC006,excavator,OP1006,truck_loading,m3,255,rocky,4.5,2025-05-08 13:57:00,204,2025-05-08 15:09:00,,,81,107.5,partial,31.5,0.0,ADMIN01
T00190,2025-05-08,S01,WL001,wheel_loader,OP1007,truck_loading,m3,165,dry,0.0,2025-05-08 08:08:00,99,2025-05-08 08:05:00,2025-05-08 10:16:00,131.0,91,165.0,completed,32.3,1.1,ADMIN01
T00191,2025-05-08,S01,WL001,wheel_loader,OP1007,truck_loading,m3,165,dry,0.0,2025-05-08 09:57:00,99,2025-05-08 10:23:00,2025-05-08 13:17:00,174.0,97,165.0,completed,36.0,0.0,ADMIN01
T00192,2025-05-08,S01,WL001,wheel_loader,OP1007,truck_loading,m3,310,dry,0.0,2025-05-08 12:31:00,186,2025-05-08 13:25:00,,,171,299.1,partial,37.6,0.0,ADMIN01
T00193,2025-05-08,S03,WL002,wheel_loader,OP1008,stockpiling,m3,365,rocky,4.5,2025-05-08 08:08:00,175,2025-05-08 08:07:00,2025-05-08 11:42:00,215.0,167,365.0,completed,26.7,0.0,ADMIN01
T00194,2025-05-08,S03,WL002,wheel_loader,OP1008,stockpiling,m3,350,rocky,4.5,2025-05-08 11:58:00,168,2025-05-08 11:53:00,2025-05-08 16:42:00,289.0,178,350.0,completed,31.3,0.0,ADMIN01
T00195,2025-05-08,S02,DZ001,dozer,OP1009,grading,m2,1210,dry,0.0,2025-05-08 08:08:00,145,2025-05-08 08:08:00,2025-05-08 10:31:00,143.0,117,1210.0,completed,27.1,0.0,ADMIN01
T00196,2025-05-08,S02,DZ001,dozer,OP1009,grading,m2,1625,dry,0.0,2025-05-08 11:28:00,195,2025-05-08 10:38:00,2025-05-08 15:02:00,264.0,182,1625.0,completed,30.8,5.8,ADMIN01
T00197,2025-05-08,S02,DZ001,dozer,OP1009,grading,m2,1600,dry,0.0,2025-05-08 14:53:00,192,2025-05-08 15:06:00,,,95,892.6,partial,30.7,2.1,ADMIN01
T00198,2025-05-08,S03,DZ002,dozer,OP1010,spreading,m3,205,rocky,4.5,2025-05-08 08:08:00,134,2025-05-08 08:08:00,2025-05-08 10:13:00,125.0,107,205.0,completed,25.4,0.0,ADMIN01
T00199,2025-05-08,S03,DZ002,dozer,OP1010,spreading,m3,285,rocky,4.5,2025-05-08 11:17:00,187,2025-05-08 10:24:00,2025-05-08 14:24:00,240.0,144,285.0,completed,30.0,0.0,ADMIN01
T00200,2025-05-08,S03,DZ002,dozer,OP1010,grading,m2,1870,rocky,4.5,2025-05-08 14:34:00,224,2025-05-08 14:28:00,,,126,1164.0,partial,31.5,0.0,ADMIN01
T00201,2025-05-08,S02,BH002,backhoe_loader,OP1012,trenching,m3,35,dry,0.0,2025-05-08 08:08:00,126,2025-05-08 08:05:00,2025-05-08 10:32:00,147.0,125,35.0,completed,27.1,0.0,ADMIN01
T00202,2025-05-08,S02,BH002,backhoe_loader,OP1012,trenching,m3,40,dry,0.0,2025-05-08 11:09:00,144,2025-05-08 10:36:00,2025-05-08 13:50:00,194.0,118,40.0,completed,30.8,0.0,ADMIN01
T00203,2025-05-08,S02,BH002,backhoe_loader,OP1012,trenching,m3,40,dry,0.0,2025-05-08 13:43:00,144,2025-05-08 14:01:00,,,133,37.7,partial,30.6,7.9,ADMIN01
T00204,2025-05-09,S01,EXC001,mini_excavator,OP1001,trenching,m3,25,dry,1.2,2025-05-09 08:08:00,150,2025-05-09 08:07:00,2025-05-09 10:25:00,138.0,110,25.0,completed,35.0,0.0,ADMIN01
T00205,2025-05-09,S01,EXC001,mini_excavator,OP1001,excavation,m3,25,dry,1.2,2025-05-09 11:33:00,120,2025-05-09 10:29:00,2025-05-09 13:40:00,191.0,111,25.0,completed,38.2,0.0,ADMIN01
T00206,2025-05-09,S01,EXC001,mini_excavator,OP1001,excavation,m3,45,dry,1.2,2025-05-09 13:43:00,216,2025-05-09 13:49:00,,,141,30.1,partial,40.0,0.0,ADMIN01
T00207,2025-05-09,S01,EXC002,excavator,OP1002,truck_loading,m3,160,dry,1.2,2025-05-09 08:08:00,128,2025-05-09 08:06:00,2025-05-09 11:16:00,190.0,111,160.0,completed,35.6,0.0,ADMIN01
T00208,2025-05-09,S01,EXC002,excavator,OP1002,excavation,m3,160,dry,1.2,2025-05-09 11:11:00,165,2025-05-09 11:28:00,2025-05-09 16:11:00,283.0,146,160.0,completed,39.7,0.0,ADMIN01
T00209,2025-05-09,S01,EXC002,excavator,OP1002,truck_loading,m3,195,dry,1.2,2025-05-09 14:06:00,156,2025-05-09 16:23:00,,,32,48.3,partial,39.8,0.0,ADMIN01
T00210,2025-05-09,S02,EXC003,excavator,OP1003,excavation,m3,150,wet,8.0,2025-05-09 08:08:00,154,2025-05-09 08:08:00,2025-05-09 13:23:00,315.0,185,150.0,completed,28.5,0.0,ADMIN01
T00211,2025-05-09,S02,EXC003,excavator,OP1003,excavation,m3,105,wet,8.0,2025-05-09 11:37:00,108,2025-05-09 13:33:00,2025-05-09 16:16:00,163.0,137,105.0,completed,31.7,0.0,ADMIN01
T00212,2025-05-09,S02,EXC003,excavator,OP1003,truck_loading,m3,140,wet,8.0,2025-05-09 13:35:00,112,2025-05-09 16:23:00,,,30,32.7,partial,31.4,0.0,ADMIN01
T00213,2025-05-09,S02,EXC004,electric_excavator,OP1004,truck_loading,m3,255,wet,8.0,2025-05-09 08:08:00,204,2025-05-09 08:08:00,2025-05-09 14:38:00,390.0,231,255.0,completed,28.7,0.0,ADMIN01
T00214,2025-05-09,S02,EXC004,electric_excavator,OP1004,truck_loading,m3,270,wet,8.0,2025-05-09 12:27:00,216,2025-05-09 14:50:00,,,107,113.0,partial,31.6,0.0,ADMIN01
T00215,2025-05-09,S01,EXC005,electric_mini_excavator,OP1005,excavation,m3,35,dry,1.2,2025-05-09 08:08:00,168,2025-05-09 08:08:00,2025-05-09 11:32:00,204.0,163,35.0,completed,35.8,0.0,ADMIN01
T00216,2025-05-09,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,15,dry,1.2,2025-05-09 11:51:00,90,2025-05-09 11:39:00,2025-05-09 14:29:00,170.0,87,15.0,completed,39.4,0.0,ADMIN01
T00217,2025-05-09,S01,EXC005,electric_mini_excavator,OP1005,trenching,m3,20,dry,1.2,2025-05-09 13:31:00,120,2025-05-09 14:35:00,,,120,17.9,partial,40.0,0.0,ADMIN01
T00218,2025-05-09,S03,EXC006,excavator,OP1006,truck_loading,m3,120,rocky,0.0,2025-05-09 08:08:00,96,2025-05-09 08:06:00,2025-05-09 10:43:00,157.0,81,120.0,completed,26.6,0.0,ADMIN01
T00219,2025-05-09,S03,EXC006,excavator,OP1006,trenching,m3,80,rocky,0.0,2025-05-09 09:54:00,128,2025-05-09 10:54:00,2025-05-09 14:00:00,186.0,118,80.0,completed,30.9,0.0,ADMIN01
T00220,2025-05-09,S03,EXC006,excavator,OP1006,excavation,m3,120,rocky,0.0,2025-05-09 12:57:00,123,2025-05-09 14:08:00,2025-05-09 16:34:00,146.0,115,120.0,completed,32.4,0.0,ADMIN01
T00221,2025-05-09,S03,EXC006,excavator,OP1006,truck_loading,m3,130,rocky,0.0,2025-05-09 15:10:00,104,2025-05-09 16:39:00,,,16,26.6,partial,32.1,0.0,ADMIN01
T00222,2025-05-09,S01,WL001,wheel_loader,OP1007,stockpiling,m3,255,dry,1.2,2025-05-09 08:08:00,122,2025-05-09 08:06:00,2025-05-09 11:38:00,212.0,114,255.0,completed,35.9,0.0,ADMIN01
T00223,2025-05-09,S01,WL001,wheel_loader,OP1007,stockpiling,m3,250,dry,1.2,2025-05-09 10:20:00,120,2025-05-09 11:49:00,2025-05-09 15:45:00,236.0,113,250.0,completed,39.8,0.0,ADMIN01
T00224,2025-05-09,S01,WL001,wheel_loader,OP1007,truck_loading,m3,180,dry,1.2,2025-05-09 12:30:00,108,2025-05-09 15:51:00,,,30,42.1,partial,39.9,0.0,ADMIN01
T00225,2025-05-09,S01,WL001,wheel_loader,OP1007,stockpiling,m3,290,dry,1.2,2025-05-09 14:28:00,139,,,,0,0.0,not_started,,0.0,ADMIN01
T00226,2025-05-09,S03,WL002,wheel_loader,OP1008,truck_loading,m3,310,rocky,0.0,2025-05-09 08:08:00,186,2025-05-09 08:05:00,2025-05-09 11:17:00,192.0,160,310.0,completed,27.1,0.0,ADMIN01
T00227,2025-05-09,S03,WL002,wheel_loader,OP1008,truck_loading,m3,295,rocky,0.0,2025-05-09 12:09:00,177,2025-05-09 11:25:00,2025-05-09 16:03:00,278.0,173,295.0,completed,31.9,0.0,ADMIN01
T00228,2025-05-09,S02,DZ001,dozer,OP1009,grading,m2,820,wet,8.0,2025-05-09 08:08:00,98,2025-05-09 08:06:00,2025-05-09 10:19:00,133.0,110,820.0,completed,26.9,0.0,ADMIN01
T00229,2025-05-09,S02,DZ001,dozer,OP1009,site_clearing,m2,755,wet,8.0,2025-05-09 09:56:00,136,2025-05-09 10:25:00,2025-05-09 13:55:00,210.0,142,755.0,completed,30.1,0.0,ADMIN01
T00230,2025-05-09,S02,DZ001,dozer,OP1009,grading,m2,1365,wet,8.0,2025-05-09 13:07:00,164,2025-05-09 14:03:00,,,147,1113.5,partial,31.7,0.0,ADMIN01
T00231,2025-05-09,S03,DZ002,dozer,OP1008,site_clearing,m2,815,rocky,0.0,2025-05-09 08:08:00,147,2025-05-09 08:07:00,2025-05-09 10:51:00,164.0,146,815.0,completed,26.7,0.0,ADMIN01
T00232,2025-05-09,S03,DZ002,dozer,OP1008,site_clearing,m2,710,rocky,0.0,2025-05-09 11:30:00,128,2025-05-09 10:59:00,2025-05-09 14:31:00,212.0,147,710.0,completed,31.2,0.0,ADMIN01
T00233,2025-05-09,S03,DZ002,dozer,OP1008,spreading,m3,185,rocky,0.0,2025-05-09 13:48:00,121,2025-05-09 14:38:00,2025-05-09 16:49:00,131.0,115,185.0,completed,32.4,0.0,ADMIN01
T00234,2025-05-09,S01,BH001,backhoe_loader,OP1011,trenching,m3,35,dry,1.2,2025-05-09 08:08:00,126,2025-05-09 08:06:00,2025-05-09 09:52:00,106.0,94,35.0,completed,34.6,0.0,ADMIN01
T00235,2025-05-09,S01,BH001,backhoe_loader,OP1011,trenching,m3,55,dry,1.2,2025-05-09 11:09:00,198,2025-05-09 10:02:00,2025-05-09 15:41:00,339.0,173,55.0,completed,38.5,0.0,ADMIN01
T00236,2025-05-09,S01,BH001,backhoe_loader,OP1011,backfilling,m3,85,dry,1.2,2025-05-09 14:37:00,175,2025-05-09 15:51:00,,,59,29.2,partial,39.9,0.0,ADMIN01
T00237,2025-05-09,S02,BH002,backhoe_loader,OP1012,trenching,m3,40,wet,8.0,2025-05-09 08:08:00,144,2025-05-09 08:06:00,2025-05-09 11:18:00,192.0,163,40.0,completed,27.6,0.0,ADMIN01
T00238,2025-05-09,S02,BH002,backhoe_loader,OP1012,trenching,m3,40,wet,8.0,2025-05-09 11:27:00,144,2025-05-09 11:26:00,2025-05-09 15:28:00,242.0,161,40.0,completed,31.2,0.0,ADMIN01
T00239,2025-05-09,S02,BH002,backhoe_loader,OP1012,trenching,m3,45,wet,8.0,2025-05-09 14:01:00,162,2025-05-09 15:33:00,,,81,22.9,partial,31.5,0.0,ADMIN01
T00240,2025-05-10,S01,EXC001,mini_excavator,OP1001,excavation,m3,30,dry,0.0,2025-05-10 08:08:00,144,2025-05-10 08:08:00,2025-05-10 10:19:00,131.0,116,30.0,completed,33.9,0.0,ADMIN01
T00241,2025-05-10,S01,EXC001,mini_excavator,OP1001,trenching,m3,30,dry,0.0,2025-05-10 11:27:00,180,2025-05-10 10:29:00,2025-05-10 15:08:00,279.0,184,30.0,completed,38.4,0.0,ADMIN01
T00242,2025-05-10,S01,EXC001,mini_excavator,OP1001,trenching,m3,35,dry,0.0,2025-05-10 14:37:00,210,2025-05-10 15:20:00,,,77,13.4,partial,39.5,0.0,ADMIN01
T00243,2025-05-10,S01,EXC002,excavator,OP1002,truck_loading,m3,195,dry,0.0,2025-05-10 08:08:00,156,2025-05-10 08:07:00,2025-05-10 11:18:00,191.0,125,195.0,completed,34.7,0.0,ADMIN01
T00244,2025-05-10,S01,EXC002,excavator,OP1002,excavation,m3,175,dry,0.0,2025-05-10 11:39:00,180,2025-05-10 11:26:00,2025-05-10 15:38:00,252.0,161,175.0,completed,39.1,0.0,ADMIN01
T00245,2025-05-10,S02,EXC003,excavator,OP1003,excavation,m3,155,dry,0.0,2025-05-10 08:08:00,159,2025-05-10 08:07:00,2025-05-10 10:57:00,170.0,150,155.0,completed,28.2,0.0,ADMIN01
T00246,2025-05-10,S02,EXC003,excavator,OP1003,trenching,m3,125,dry,0.0,2025-05-10 11:42:00,200,2025-05-10 11:04:00,2025-05-10 16:12:00,308.0,231,125.0,completed,32.5,0.0,ADMIN01
