site_id,timestamp,temp_c,humidity_pct,wind_kmh,rain_mm_hr
S01,2025-05-19T03:00:00Z,30.4,92,10.8,0.0
S01,2025-05-19T04:00:00Z,30.4,98,12.0,0.0
S01,2025-05-19T05:00:00Z,30.4,96,14.0,0.0
S01,2025-05-19T06:00:00Z,31.3,90,14.3,0.0
S01,2025-05-19T07:00:00Z,32.6,87,8.3,0.0
S01,2025-05-19T08:00:00Z,33.9,86,10.5,0.0
S01,2025-05-19T09:00:00Z,35.3,67,8.9,0.0
S01,2025-05-19T10:00:00Z,36.6,64,12.2,0.0
S01,2025-05-19T11:00:00Z,37.7,62,11.0,0.0
S01,2025-05-19T12:00:00Z,38.6,62,13.0,0.0
S01,2025-05-19T13:00:00Z,39.2,58,13.2,0.0
S01,2025-05-19T14:00:00Z,39.5,58,5.7,0.0
S01,2025-05-19T15:00:00Z,39.5,54,5.5,0.0
S01,2025-05-19T16:00:00Z,39.2,57,12.0,0.0
S01,2025-05-19T17:00:00Z,38.6,64,15.6,0.0
S01,2025-05-19T18:00:00Z,37.7,64,10.5,0.0
S01,2025-05-19T19:00:00Z,36.6,70,10.4,0.0
S01,2025-05-19T20:00:00Z,35.3,74,15.0,0.0
S01,2025-05-19T21:00:00Z,33.9,78,14.4,0.0
S01,2025-05-19T22:00:00Z,32.6,88,9.1,0.0
S01,2025-05-19T23:00:00Z,31.3,95,14.1,0.0
S01,2025-05-20T00:00:00Z,28.4,97,9.1,0.0
S01,2025-05-20T01:00:00Z,28.4,97,8.3,0.0
S01,2025-05-20T02:00:00Z,28.4,94,12.3,0.0
S01,2025-05-20T03:00:00Z,28.4,100,7.9,0.0
S01,2025-05-20T04:00:00Z,28.4,100,12.4,0.0
S01,2025-05-20T05:00:00Z,28.4,97,12.4,0.0
S01,2025-05-20T06:00:00Z,29.3,93,11.5,0.0
S01,2025-05-20T07:00:00Z,30.5,92,10.6,0.0
S01,2025-05-20T08:00:00Z,31.9,84,10.1,0.0
S01,2025-05-20T09:00:00Z,33.3,74,8.8,0.0
S01,2025-05-20T10:00:00Z,34.6,70,16.3,0.0
S01,2025-05-20T11:00:00Z,35.7,63,11.4,0.0
S01,2025-05-20T12:00:00Z,36.6,55,11.3,0.0
S01,2025-05-20T13:00:00Z,37.3,50,9.3,0.0
S01,2025-05-20T14:00:00Z,37.6,56,16.0,0.0
S01,2025-05-20T15:00:00Z,37.6,66,10.2,0.0
S01,2025-05-20T16:00:00Z,37.3,62,12.7,0.0
S01,2025-05-20T17:00:00Z,36.6,59,13.3,0.0
S01,2025-05-20T18:00:00Z,35.7,63,12.3,0.0
S01,2025-05-20T19:00:00Z,34.6,67,7.8,0.0
S01,2025-05-20T20:00:00Z,33.3,68,14.0,0.0
S01,2025-05-20T21:00:00Z,31.9,79,10.2,0.0
S01,2025-05-20T22:00:00Z,30.5,86,14.4,0.0
S01,2025-05-20T23:00:00Z,29.3,92,10.0,0.0
S01,2025-05-21T00:00:00Z,30.3,100,15.4,0.0
S01,2025-05-21T01:00:00Z,30.3,97,13.8,0.0
S01,2025-05-21T02:00:00Z,30.3,97,8.7,0.0
S01,2025-05-21T03:00:00Z,30.3,98,7.9,0.0
S01,2025-05-21T04:00:00Z,30.3,92,15.9,0.0
S01,2025-05-21T05:00:00Z,30.3,98,16.5,0.0
S01,2025-05-21T06:00:00Z,31.1,90,8.5,0.0
S01,2025-05-21T07:00:00Z,32.3,85,12.3,0.0
S01,2025-05-21T08:00:00Z,33.7,80,15.4,0.0
S01,2025-05-21T09:00:00Z,35.0,72,13.1,0.0
S01,2025-05-21T10:00:00Z,36.3,64,13.4,0.0
S01,2025-05-21T11:00:00Z,37.4,63,9.8,0.0
S01,2025-05-21T12:00:00Z,38.2,58,11.4,0.0
S01,2025-05-21T13:00:00Z,38.9,56,17.3,0.0
S01,2025-05-21T14:00:00Z,39.2,55,11.3,0.0
S01,2025-05-21T15:00:00Z,39.2,47,9.3,0.0
S01,2025-05-21T16:00:00Z,38.9,56,9.9,0.0
S01,2025-05-21T17:00:00Z,38.2,65,11.5,0.0
S01,2025-05-21T18:00:00Z,37.4,68,12.2,0.0
S01,2025-05-21T19:00:00Z,36.3,68,11.7,0.0
S01,2025-05-21T20:00:00Z,35.0,74,17.2,0.0
S01,2025-05-21T21:00:00Z,33.7,70,6.0,0.0
S01,2025-05-21T22:00:00Z,32.3,84,12.0,0.0
S01,2025-05-21T23:00:00Z,31.1,94,13.4,0.0
S01,2025-05-22T00:00:00Z,29.8,99,12.8,0.0
S01,2025-05-22T01:00:00Z,29.8,93,14.1,0.0
S01,2025-05-22T02:00:00Z,29.8,95,12.0,0.0
S01,2025-05-22T03:00:00Z,29.8,100,4.6,0.0
S01,2025-05-22T04:00:00Z,29.8,89,8.4,0.0
S01,2025-05-22T05:00:00Z,29.8,94,11.2,0.0
S01,2025-05-22T06:00:00Z,30.8,85,9.0,0.0
S01,2025-05-22T07:00:00Z,32.2,82,19.4,0.0
S01,2025-05-22T08:00:00Z,33.8,87,10.8,0.0
S01,2025-05-22T09:00:00Z,35.3,72,8.6,0.0
S01,2025-05-22T10:00:00Z,36.8,61,11.6,0.0
S01,2025-05-22T11:00:00Z,38.0,59,11.7,0.0
S01,2025-05-22T12:00:00Z,39.0,53,9.7,0.0
S01,2025-05-22T13:00:00Z,39.8,57,13.1,0.0
S01,2025-05-22T14:00:00Z,40.1,57,8.0,0.0
S01,2025-05-22T15:00:00Z,40.1,59,9.6,0.0
S01,2025-05-22T16:00:00Z,39.8,59,12.0,0.0
S01,2025-05-22T17:00:00Z,39.0,54,11.1,0.0
S01,2025-05-22T18:00:00Z,38.0,65,13.8,0.0
S01,2025-05-22T19:00:00Z,36.8,68,16.6,0.0
S01,2025-05-22T20:00:00Z,35.3,78,11.2,0.0
S01,2025-05-22T21:00:00Z,33.8,83,17.8,0.0
S01,2025-05-22T22:00:00Z,32.2,94,8.3,0.0
S01,2025-05-22T23:00:00Z,30.8,87,16.5,0.0
S01,2025-05-23T00:00:00Z,27.9,95,10.0,0.0
S01,2025-05-23T01:00:00Z,27.9,92,9.9,0.0
S01,2025-05-23T02:00:00Z,27.9,91,18.8,0.0
S01,2025-05-23T03:00:00Z,27.9,96,14.7,0.0
S01,2025-05-23T04:00:00Z,27.9,93,11.4,0.0
S01,2025-05-23T05:00:00Z,27.9,92,4.0,0.0
S01,2025-05-23T06:00:00Z,29.0,86,6.6,0.0
S01,2025-05-23T07:00:00Z,30.6,77,8.4,0.0
S01,2025-05-23T08:00:00Z,32.2,85,11.9,0.0
S01,2025-05-23T09:00:00Z,33.9,79,13.2,0.0
S01,2025-05-23T10:00:00Z,35.5,71,9.3,0.0
S01,2025-05-23T11:00:00Z,36.9,65,14.2,0.0
S01,2025-05-23T12:00:00Z,38.0,57,13.7,0.0
S01,2025-05-23T13:00:00Z,38.8,59,10.4,0.0
S01,2025-05-23T14:00:00Z,39.2,51,8.4,0.0
S01,2025-05-23T15:00:00Z,39.2,56,13.0,0.0
S01,2025-05-23T16:00:00Z,38.8,53,12.1,0.0
S01,2025-05-23T17:00:00Z,38.0,62,13.9,0.0
S01,2025-05-23T18:00:00Z,36.9,69,15.8,0.0
S01,2025-05-23T19:00:00Z,35.5,64,17.1,0.0
S01,2025-05-23T20:00:00Z,33.9,72,15.1,0.0
S01,2025-05-23T21:00:00Z,32.2,80,10.8,0.0
S01,2025-05-23T22:00:00Z,30.6,79,11.5,0.0
S01,2025-05-23T23:00:00Z,29.0,85,14.9,0.0
S01,2025-05-24T00:00:00Z,28.4,92,14.3,0.0
S01,2025-05-24T01:00:00Z,28.4,95,17.2,0.0
S01,2025-05-24T02:00:00Z,28.4,93,15.0,0.0
S01,2025-05-24T03:00:00Z,28.4,95,14.4,0.0
S01,2025-05-24T04:00:00Z,28.4,93,11.9,0.0
S01,2025-05-24T05:00:00Z,28.4,95,9.5,0.0
S01,2025-05-24T06:00:00Z,29.4,94,14.0,0.0
S01,2025-05-24T07:00:00Z,31.0,88,16.6,0.0
S01,2025-05-24T08:00:00Z,32.7,86,10.9,0.0
S01,2025-05-24T09:00:00Z,34.3,75,10.1,0.0
S01,2025-05-24T10:00:00Z,35.9,68,10.2,0.0
S01,2025-05-24T11:00:00Z,37.3,70,13.1,0.0
S01,2025-05-24T12:00:00Z,38.4,58,15.6,0.0
S01,2025-05-24T13:00:00Z,39.2,48,6.0,0.0
S01,2025-05-24T14:00:00Z,39.6,58,12.2,0.0
S01,2025-05-24T15:00:00Z,39.6,56,8.0,0.0
S01,2025-05-24T16:00:00Z,39.2,56,18.0,0.0
S01,2025-05-24T17:00:00Z,38.4,63,12.5,0.0
S01,2025-05-24T18:00:00Z,37.3,61,10.8,0.0
S01,2025-05-24T19:00:00Z,35.9,60,12.8,0.0
S01,2025-05-24T20:00:00Z,34.3,77,7.3,0.0
S01,2025-05-24T21:00:00Z,32.7,77,8.5,0.0
S01,2025-05-24T22:00:00Z,31.0,82,12.2,0.0
S01,2025-05-24T23:00:00Z,29.4,83,13.8,0.0
S01,2025-05-25T00:00:00Z,28.8,100,3.7,0.0
S01,2025-05-25T01:00:00Z,28.8,94,8.5,0.0
S01,2025-05-25T02:00:00Z,28.8,98,10.0,0.0
S01,2025-05-25T03:00:00Z,28.8,97,13.7,0.0
S01,2025-05-25T04:00:00Z,28.8,100,11.4,0.0
S01,2025-05-25T05:00:00Z,28.8,97,7.5,0.0
S01,2025-05-25T06:00:00Z,29.7,96,9.7,0.0
S01,2025-05-25T07:00:00Z,31.1,83,11.9,0.0
S01,2025-05-25T08:00:00Z,32.5,74,12.7,0.0
S01,2025-05-25T09:00:00Z,34.0,78,12.9,0.0
S01,2025-05-25T10:00:00Z,35.3,62,11.6,0.0
S01,2025-05-25T11:00:00Z,36.5,66,6.4,0.0
S01,2025-05-25T12:00:00Z,37.5,55,14.6,0.0
S01,2025-05-25T13:00:00Z,38.2,58,13.2,0.0
S01,2025-05-25T14:00:00Z,38.5,63,13.4,0.0
S01,2025-05-25T15:00:00Z,38.5,58,20.1,0.0
S01,2025-05-25T16:00:00Z,38.2,56,9.6,0.0
S01,2025-05-25T17:00:00Z,37.5,61,13.3,0.0
S01,2025-05-25T18:00:00Z,36.5,61,8.9,0.0
S01,2025-05-25T19:00:00Z,35.3,77,13.0,0.0
S01,2025-05-25T20:00:00Z,34.0,71,14.7,0.0
S01,2025-05-25T21:00:00Z,32.5,79,11.2,0.0
S01,2025-05-25T22:00:00Z,31.1,88,8.1,0.0
S01,2025-05-25T23:00:00Z,29.7,93,17.7,0.0
S01,2025-05-26T00:00:00Z,28.7,94,10.9,0.0
S01,2025-05-26T01:00:00Z,28.7,99,6.8,0.0
S01,2025-05-26T02:00:00Z,28.7,98,10.9,0.0
S01,2025-05-26T03:00:00Z,28.7,97,8.6,0.0
S01,2025-05-26T04:00:00Z,28.7,100,15.7,0.0
S01,2025-05-26T05:00:00Z,28.7,99,7.5,0.0
S01,2025-05-26T06:00:00Z,29.6,94,13.2,0.0
S01,2025-05-26T07:00:00Z,30.9,79,11.9,0.0
S01,2025-05-26T08:00:00Z,32.3,81,13.7,0.0
S01,2025-05-26T09:00:00Z,33.7,74,12.9,0.0
S01,2025-05-26T10:00:00Z,35.0,74,15.7,0.0
S01,2025-05-26T11:00:00Z,36.2,52,11.0,0.0
S01,2025-05-26T12:00:00Z,37.1,59,6.7,0.0
S01,2025-05-26T13:00:00Z,37.8,57,15.7,0.0
S01,2025-05-26T14:00:00Z,38.1,51,13.0,0.0
S01,2025-05-26T15:00:00Z,38.1,52,10.0,0.0
S01,2025-05-26T16:00:00Z,37.8,62,10.4,0.0
S01,2025-05-26T17:00:00Z,37.1,61,6.4,0.0
S01,2025-05-26T18:00:00Z,36.2,71,13.8,0.0
S01,2025-05-26T19:00:00Z,35.0,67,13.7,0.0
S01,2025-05-26T20:00:00Z,33.7,68,15.5,0.0
S01,2025-05-26T21:00:00Z,32.3,78,11.4,0.0
S01,2025-05-26T22:00:00Z,30.9,84,10.3,0.0
S01,2025-05-26T23:00:00Z,29.6,94,12.8,0.0
S01,2025-05-27T00:00:00Z,29.0,100,7.3,0.0
S01,2025-05-27T01:00:00Z,29.0,100,16.1,0.0
S01,2025-05-27T02:00:00Z,29.0,92,18.7,0.0
S01,2025-05-27T03:00:00Z,29.0,99,14.9,0.0
S01,2025-05-27T04:00:00Z,29.0,95,11.3,0.0
S01,2025-05-27T05:00:00Z,29.0,94,13.2,0.0
S01,2025-05-27T06:00:00Z,29.9,97,12.5,0.0
S01,2025-05-27T07:00:00Z,31.2,82,14.5,0.0
S01,2025-05-27T08:00:00Z,32.6,83,14.0,0.0
S01,2025-05-27T09:00:00Z,34.0,77,11.2,0.0
S01,2025-05-27T10:00:00Z,35.3,64,9.4,0.0
S01,2025-05-27T11:00:00Z,36.5,57,12.7,0.0
S01,2025-05-27T12:00:00Z,37.4,59,10.7,0.0
S01,2025-05-27T13:00:00Z,38.0,45,8.3,0.0
S01,2025-05-27T14:00:00Z,38.4,60,10.0,0.0
S01,2025-05-27T15:00:00Z,38.4,57,7.8,0.0
S01,2025-05-27T16:00:00Z,38.0,62,11.6,0.0
S01,2025-05-27T17:00:00Z,37.4,60,19.0,0.0
S01,2025-05-27T18:00:00Z,36.5,69,11.1,0.0
S01,2025-05-27T19:00:00Z,35.3,66,11.0,0.0
S01,2025-05-27T20:00:00Z,34.0,76,11.7,0.0
S01,2025-05-27T21:00:00Z,32.6,78,16.4,0.0
S01,2025-05-27T22:00:00Z,31.2,85,18.9,0.0
S01,2025-05-27T23:00:00Z,29.9,92,17.4,0.0
S01,2025-05-28T00:00:00Z,29.8,97,15.0,0.0
S01,2025-05-28T01:00:00Z,29.8,95,8.1,0.0
S01,2025-05-28T02:00:00Z,29.8,90,7.7,0.0
S01,2025-05-28T03:00:00Z,29.8,88,12.3,0.0
S01,2025-05-28T04:00:00Z,29.8,100,12.0,0.0
S01,2025-05-28T05:00:00Z,29.8,86,11.4,0.0
S01,2025-05-28T06:00:00Z,30.6,91,18.3,0.0
S01,2025-05-28T07:00:00Z,31.7,80,10.8,0.0
S01,2025-05-28T08:00:00Z,32.9,87,13.3,0.0
S01,2025-05-28T09:00:00Z,34.1,76,12.3,0.0
S01,2025-05-28T10:00:00Z,35.3,69,14.3,0.0
S01,2025-05-28T11:00:00Z,36.3,60,14.6,0.0
S01,2025-05-28T12:00:00Z,37.1,54,13.0,0.0
S01,2025-05-28T13:00:00Z,37.7,57,10.2,0.0
S01,2025-05-28T14:00:00Z,38.0,55,10.1,0.0
S01,2025-05-28T15:00:00Z,38.0,51,10.9,0.0
S01,2025-05-28T16:00:00Z,37.7,52,13.0,0.0
S01,2025-05-28T17:00:00Z,37.1,55,14.1,0.0
S01,2025-05-28T18:00:00Z,36.3,59,10.3,0.0
S01,2025-05-28T19:00:00Z,35.3,66,16.0,0.0
S01,2025-05-28T20:00:00Z,34.1,75,11.4,0.0
S01,2025-05-28T21:00:00Z,32.9,82,5.7,0.0
S01,2025-05-28T22:00:00Z,31.7,86,18.0,0.0
S01,2025-05-28T23:00:00Z,30.6,92,12.2,0.0
S01,2025-05-29T00:00:00Z,29.7,96,9.9,0.0
S01,2025-05-29T01:00:00Z,29.7,100,11.1,0.0
S01,2025-05-29T02:00:00Z,29.7,87,8.2,0.0
S01,2025-05-29T03:00:00Z,29.7,84,11.3,0.0
S01,2025-05-29T04:00:00Z,29.7,94,10.7,0.0
S01,2025-05-29T05:00:00Z,29.7,99,15.6,0.0
S01,2025-05-29T06:00:00Z,30.5,90,5.6,0.0
S01,2025-05-29T07:00:00Z,31.7,88,13.7,0.0
S01,2025-05-29T08:00:00Z,33.0,81,14.9,0.0
S01,2025-05-29T09:00:00Z,34.3,69,18.0,0.0
S01,2025-05-29T10:00:00Z,35.5,64,14.2,0.0
S01,2025-05-29T11:00:00Z,36.5,57,9.2,0.0
S01,2025-05-29T12:00:00Z,37.3,65,11.2,0.0
S01,2025-05-29T13:00:00Z,37.9,60,12.7,0.0
S01,2025-05-29T14:00:00Z,38.2,55,16.1,0.0
S01,2025-05-29T15:00:00Z,38.2,54,6.7,0.0
S01,2025-05-29T16:00:00Z,37.9,53,13.7,0.0
S01,2025-05-29T17:00:00Z,37.3,61,7.3,0.0
S01,2025-05-29T18:00:00Z,36.5,60,10.3,0.0
S01,2025-05-29T19:00:00Z,35.5,67,7.9,0.0
S01,2025-05-29T20:00:00Z,34.3,71,9.8,0.0
S01,2025-05-29T21:00:00Z,33.0,83,14.4,0.0
S01,2025-05-29T22:00:00Z,31.7,85,10.8,0.0
S01,2025-05-29T23:00:00Z,30.5,92,9.6,0.0
S01,2025-05-30T00:00:00Z,28.2,96,14.2,0.0
S01,2025-05-30T01:00:00Z,28.2,89,12.1,0.0
S01,2025-05-30T02:00:00Z,28.2,94,13.0,0.0
S01,2025-05-30T03:00:00Z,28.2,95,7.6,0.0
S01,2025-05-30T04:00:00Z,28.2,90,12.1,0.0
S01,2025-05-30T05:00:00Z,28.2,99,5.4,0.0
S01,2025-05-30T06:00:00Z,29.0,93,15.6,0.0
S01,2025-05-30T07:00:00Z,30.0,85,13.7,0.0
S01,2025-05-30T08:00:00Z,31.2,77,11.6,0.0
S01,2025-05-30T09:00:00Z,32.3,67,5.0,0.0
S01,2025-05-30T10:00:00Z,33.4,72,9.0,0.0
S01,2025-05-30T11:00:00Z,34.3,61,7.8,0.0
S01,2025-05-30T12:00:00Z,35.1,54,11.5,0.0
S01,2025-05-30T13:00:00Z,35.6,54,13.1,0.0
S01,2025-05-30T14:00:00Z,35.9,57,13.0,0.0
S01,2025-05-30T15:00:00Z,35.9,56,16.7,0.0
S01,2025-05-30T16:00:00Z,35.6,52,11.8,0.0
S01,2025-05-30T17:00:00Z,35.1,64,15.8,0.0
S01,2025-05-30T18:00:00Z,34.3,58,11.1,0.0
S01,2025-05-30T19:00:00Z,33.4,74,13.5,0.0
S01,2025-05-30T20:00:00Z,32.3,75,11.3,0.0
S01,2025-05-30T21:00:00Z,31.2,78,12.9,0.0
S01,2025-05-30T22:00:00Z,30.0,85,11.9,0.0
S01,2025-05-30T23:00:00Z,29.0,91,10.0,0.0
S02,2025-05-01T00:00:00Z,24.3,77,10.7,0.0
S02,2025-05-01T01:00:00Z,24.3,80,11.3,0.0
S02,2025-05-01T02:00:00Z,24.3,85,9.6,0.0
S02,2025-05-01T03:00:00Z,24.3,85,2.0,0.0
S02,2025-05-01T04:00:00Z,24.3,86,10.1,0.0
S02,2025-05-01T05:00:00Z,24.3,84,5.3,0.0
S02,2025-05-01T06:00:00Z,25.2,74,9.4,0.0
S02,2025-05-01T07:00:00Z,26.5,74,9.8,0.0
S02,2025-05-01T08:00:00Z,27.9,75,3.7,0.0
S02,2025-05-01T09:00:00Z,29.3,71,9.0,0.0
S02,2025-05-01T10:00:00Z,30.6,62,4.6,0.0
S02,2025-05-01T11:00:00Z,31.7,62,1.8,0.0
S02,2025-05-01T12:00:00Z,32.6,60,4.5,0.0
S02,2025-05-01T13:00:00Z,33.3,56,8.6,0.0
S02,2025-05-01T14:00:00Z,33.6,60,8.5,0.0
S02,2025-05-01T15:00:00Z,33.6,52,7.5,0.0
S02,2025-05-01T16:00:00Z,33.3,61,10.6,0.0
S02,2025-05-01T17:00:00Z,32.6,56,8.3,0.0
S02,2025-05-01T18:00:00Z,31.7,54,10.2,0.0
S02,2025-05-01T19:00:00Z,30.6,56,11.3,0.0
S02,2025-05-01T20:00:00Z,29.3,67,16.2,0.0
S02,2025-05-01T21:00:00Z,27.9,66,8.7,0.0
S02,2025-05-01T22:00:00Z,26.5,81,12.6,0.0
S02,2025-05-01T23:00:00Z,25.2,75,9.7,0.0
S02,2025-05-02T00:00:00Z,22.2,74,9.4,0.0
S02,2025-05-02T01:00:00Z,22.2,82,8.3,0.0
S02,2025-05-02T02:00:00Z,22.2,74,12.0,0.0
S02,2025-05-02T03:00:00Z,22.2,81,6.8,0.0
S02,2025-05-02T04:00:00Z,22.2,79,4.5,0.0
S02,2025-05-02T05:00:00Z,22.2,76,7.4,0.0
S02,2025-05-02T06:00:00Z,23.3,83,7.1,0.0
S02,2025-05-02T07:00:00Z,24.7,77,7.4,0.0
S02,2025-05-02T08:00:00Z,26.3,71,8.6,0.0
S02,2025-05-02T09:00:00Z,27.9,70,7.4,0.0
S02,2025-05-02T10:00:00Z,29.5,57,4.9,0.0
S02,2025-05-02T11:00:00Z,30.8,58,5.3,0.0
S02,2025-05-02T12:00:00Z,31.8,59,7.6,0.0
S02,2025-05-02T13:00:00Z,32.6,65,3.8,0.0
S02,2025-05-02T14:00:00Z,33.0,56,5.6,0.0
S02,2025-05-02T15:00:00Z,33.0,53,9.4,0.0
S02,2025-05-02T16:00:00Z,32.6,47,9.7,0.0
S02,2025-05-02T17:00:00Z,31.8,65,7.6,0.0
S02,2025-05-02T18:00:00Z,30.8,61,12.1,0.0
S02,2025-05-02T19:00:00Z,29.5,63,7.3,0.0
S02,2025-05-02T20:00:00Z,27.9,58,10.9,0.0
S02,2025-05-02T21:00:00Z,26.3,70,6.0,0.0
S02,2025-05-02T22:00:00Z,24.7,75,7.2,0.0
S02,2025-05-02T23:00:00Z,23.3,75,10.8,0.0
S02,2025-05-03T00:00:00Z,22.8,78,9.2,0.0
S02,2025-05-03T01:00:00Z,22.8,80,8.7,0.0
S02,2025-05-03T02:00:00Z,22.8,80,8.4,0.0
S02,2025-05-03T03:00:00Z,22.8,74,7.5,0.0
S02,2025-05-03T04:00:00Z,22.8,84,4.9,0.0
S02,2025-05-03T05:00:00Z,22.8,79,6.5,0.0
S02,2025-05-03T06:00:00Z,23.7,78,7.8,0.0
S02,2025-05-03T07:00:00Z,24.8,80,10.5,0.0
S02,2025-05-03T08:00:00Z,24.4,72,15.1,3.4
S02,2025-05-03T09:00:00Z,25.4,64,7.3,0.0
S02,2025-05-03T10:00:00Z,28.6,64,7.5,0.0
S02,2025-05-03T11:00:00Z,29.6,64,6.7,0.0
S02,2025-05-03T12:00:00Z,30.5,55,7.0,0.0
S02,2025-05-03T13:00:00Z,31.1,54,12.3,0.0
S02,2025-05-03T14:00:00Z,31.4,58,14.1,0.0
S02,2025-05-03T15:00:00Z,26.4,100,40.2,28.6
S02,2025-05-03T16:00:00Z,29.1,56,5.5,0.0
S02,2025-05-03T17:00:00Z,30.5,55,7.1,0.0
S02,2025-05-03T18:00:00Z,29.6,56,5.8,0.0
S02,2025-05-03T19:00:00Z,28.6,63,5.3,0.0
S02,2025-05-03T20:00:00Z,27.4,70,6.2,0.0
S02,2025-05-03T21:00:00Z,26.1,82,7.6,0.0
S02,2025-05-03T22:00:00Z,24.8,74,5.1,0.0
S02,2025-05-03T23:00:00Z,23.7,84,12.4,0.0
S02,2025-05-04T00:00:00Z,20.9,86,11.4,0.0
S02,2025-05-04T01:00:00Z,20.9,80,1.7,0.0
S02,2025-05-04T02:00:00Z,20.9,76,11.1,0.0
S02,2025-05-04T03:00:00Z,20.9,85,12.3,0.0
S02,2025-05-04T04:00:00Z,20.9,74,9.9,0.0
S02,2025-05-04T05:00:00Z,20.9,84,4.0,0.0
S02,2025-05-04T06:00:00Z,22.1,78,9.8,0.0
S02,2025-05-04T07:00:00Z,23.8,73,3.4,0.0
S02,2025-05-04T08:00:00Z,25.7,69,8.0,0.0
S02,2025-05-04T09:00:00Z,27.5,66,7.3,0.0
S02,2025-05-04T10:00:00Z,29.3,61,8.9,0.0
S02,2025-05-04T11:00:00Z,30.8,62,8.1,0.0
S02,2025-05-04T12:00:00Z,32.0,56,9.3,0.0
S02,2025-05-04T13:00:00Z,32.9,48,10.4,0.0
S02,2025-05-04T14:00:00Z,33.3,55,9.1,0.0
S02,2025-05-04T15:00:00Z,33.3,59,3.1,0.0
S02,2025-05-04T16:00:00Z,32.9,48,9.8,0.0
S02,2025-05-04T17:00:00Z,32.0,58,9.5,0.0
S02,2025-05-04T18:00:00Z,30.8,58,11.0,0.0
S02,2025-05-04T19:00:00Z,29.3,67,10.5,0.0
S02,2025-05-04T20:00:00Z,27.5,66,2.7,0.0
S02,2025-05-04T21:00:00Z,25.7,74,12.7,0.0
S02,2025-05-04T22:00:00Z,23.8,77,6.4,0.0
S02,2025-05-04T23:00:00Z,22.1,80,11.6,0.0
S02,2025-05-05T00:00:00Z,21.3,80,5.6,0.0
S02,2025-05-05T01:00:00Z,21.3,82,10.7,0.0
S02,2025-05-05T02:00:00Z,21.3,80,9.7,0.0
S02,2025-05-05T03:00:00Z,21.3,79,13.4,0.0
S02,2025-05-05T04:00:00Z,21.3,76,7.2,0.0
S02,2025-05-05T05:00:00Z,21.3,80,11.6,0.0
S02,2025-05-05T06:00:00Z,22.6,72,5.1,0.0
S02,2025-05-05T07:00:00Z,24.4,66,9.1,0.0
S02,2025-05-05T08:00:00Z,26.5,66,7.8,0.0
S02,2025-05-05T09:00:00Z,28.5,69,7.1,0.0
S02,2025-05-05T10:00:00Z,30.4,64,8.1,0.0
S02,2025-05-05T11:00:00Z,32.1,63,10.4,0.0
S02,2025-05-05T12:00:00Z,33.4,55,8.5,0.0
S02,2025-05-05T13:00:00Z,34.3,60,10.2,0.0
S02,2025-05-05T14:00:00Z,34.8,50,11.0,0.0
S02,2025-05-05T15:00:00Z,34.8,51,13.2,0.0
S02,2025-05-05T16:00:00Z,34.3,60,9.9,0.0
S02,2025-05-05T17:00:00Z,33.4,58,8.4,0.0
S02,2025-05-05T18:00:00Z,32.1,63,7.9,0.0
S02,2025-05-05T19:00:00Z,30.4,64,11.6,0.0
S02,2025-05-05T20:00:00Z,28.5,64,7.2,0.0
S02,2025-05-05T21:00:00Z,26.5,66,5.8,0.0
S02,2025-05-05T22:00:00Z,24.4,67,11.2,0.0
S02,2025-05-05T23:00:00Z,22.6,85,13.3,0.0
S02,2025-05-06T00:00:00Z,22.6,80,3.0,0.0
S02,2025-05-06T01:00:00Z,22.6,81,5.8,0.0
S02,2025-05-06T02:00:00Z,22.6,81,4.3,0.0
S02,2025-05-06T03:00:00Z,22.6,82,12.1,0.0
S02,2025-05-06T04:00:00Z,22.6,77,5.6,0.0
S02,2025-05-06T05:00:00Z,22.6,71,8.2,0.0
S02,2025-05-06T06:00:00Z,23.4,75,4.3,0.0
S02,2025-05-06T07:00:00Z,24.5,76,7.7,0.0
S02,2025-05-06T08:00:00Z,25.8,66,7.3,0.0
S02,2025-05-06T09:00:00Z,27.1,71,10.8,0.0
S02,2025-05-06T10:00:00Z,28.3,63,10.9,0.0
S02,2025-05-06T11:00:00Z,29.3,56,9.1,0.0
S02,2025-05-06T12:00:00Z,30.1,58,7.6,0.0
S02,2025-05-06T13:00:00Z,30.7,58,6.7,0.0
S02,2025-05-06T14:00:00Z,31.0,57,10.7,0.0
S02,2025-05-06T15:00:00Z,31.0,43,12.6,0.0
S02,2025-05-06T16:00:00Z,30.7,44,7.2,0.0
S02,2025-05-06T17:00:00Z,30.1,62,8.0,0.0
S02,2025-05-06T18:00:00Z,29.3,54,5.7,0.0
S02,2025-05-06T19:00:00Z,28.3,67,3.2,0.0
S02,2025-05-06T20:00:00Z,27.1,71,8.8,0.0
S02,2025-05-06T21:00:00Z,25.8,66,7.3,0.0
S02,2025-05-06T22:00:00Z,24.5,70,11.6,0.0
S02,2025-05-06T23:00:00Z,23.4,81,3.8,0.0
S02,2025-05-07T00:00:00Z,21.3,86,8.9,0.0
S02,2025-05-07T01:00:00Z,21.3,75,7.0,0.0
S02,2025-05-07T02:00:00Z,21.3,77,5.2,0.0
S02,2025-05-07T03:00:00Z,21.3,80,5.3,0.0
S02,2025-05-07T04:00:00Z,21.3,71,7.9,0.0
S02,2025-05-07T05:00:00Z,21.3,73,6.7,0.0
S02,2025-05-07T06:00:00Z,22.4,74,6.4,0.0
