machine_id,site_id,event,point_id,start,end,duration_min,amount,unit,level_before_pct,level_after_pct,reason
EXC002,S01,refuel,S01-FB1,2025-05-28 07:48:00,2025-05-28 07:56:00,8,266.4,L,22.8,100.0,pre-shift top-up
EXC003,S02,refuel,S02-FB1,2025-05-28 07:48:00,2025-05-28 07:56:00,8,192.7,L,44.2,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-27 22:00:00,2025-05-28 06:00:00,480,198.7,kWh,33.8,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-28 12:00:00,2025-05-28 13:30:00,90,198.9,kWh,24.1,90.4,low battery mid-shift
EXC006,S03,refuel,S03-FB1,2025-05-28 07:48:00,2025-05-28 07:56:00,8,196.7,L,43.0,100.0,pre-shift top-up
WL001,S01,refuel,S01-FB1,2025-05-28 07:48:00,2025-05-28 07:56:00,8,167.4,L,44.2,100.0,pre-shift top-up
WL002,S03,refuel,S03-FB1,2025-05-28 07:48:00,2025-05-28 07:56:00,8,180.8,L,39.7,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-29 07:48:00,2025-05-29 07:56:00,8,28.2,L,37.2,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-28 22:00:00,2025-05-29 06:00:00,480,163.4,kWh,45.5,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-29 12:19:00,2025-05-29 13:48:00,89,197.3,kWh,24.4,90.1,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-28 22:00:00,2025-05-29 06:00:00,480,42.2,kWh,34.1,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-29 12:30:00,2025-05-29 13:15:00,45,27.9,kWh,31.9,75.5,opportunity charge at lunch
DZ001,S02,refuel,S02-FB1,2025-05-29 07:48:00,2025-05-29 07:56:00,8,290.1,L,27.5,100.0,pre-shift top-up
BH001,S01,refuel,S01-FB1,2025-05-29 07:48:00,2025-05-29 07:56:00,8,103.4,L,35.4,100.0,pre-shift top-up
BH002,S02,refuel,S02-FB1,2025-05-29 07:48:00,2025-05-29 07:56:00,8,117.2,L,26.8,100.0,pre-shift top-up
EXC001,S01,refuel,S01-FB1,2025-05-30 07:48:00,2025-05-30 07:56:00,8,25.4,L,43.5,100.0,pre-shift top-up
EXC003,S02,refuel,S02-FB1,2025-05-30 07:48:00,2025-05-30 07:56:00,8,197.4,L,42.8,100.0,pre-shift top-up
EXC004,S02,charge,S02-DC1,2025-05-29 22:00:00,2025-05-30 06:00:00,480,204.8,kWh,31.7,100.0,overnight AC charge
EXC004,S02,charge,S02-DC1,2025-05-30 12:30:00,2025-05-30 13:15:00,45,104.6,kWh,28.2,63.1,opportunity charge at lunch
EXC004,S02,charge,S02-DC1,2025-05-30 15:10:00,2025-05-30 16:39:00,89,197.2,kWh,24.4,90.2,low battery mid-shift
EXC005,S01,charge,S01-DC1,2025-05-29 22:00:00,2025-05-30 06:00:00,480,37.3,kWh,41.7,100.0,overnight AC charge
EXC005,S01,charge,S01-DC1,2025-05-30 12:30:00,2025-05-30 13:15:00,45,27.9,kWh,33.6,77.2,opportunity charge at lunch
WL001,S01,refuel,S01-FB1,2025-05-30 07:48:00,2025-05-30 07:56:00,8,178.1,L,40.6,100.0,pre-shift top-up
DZ002,S03,refuel,S03-FB1,2025-05-30 07:48:00,2025-05-30 07:56:00,8,310.3,L,22.4,100.0,pre-shift top-up
